0.2,100.0,100.0,100.0,84.47416257858276,False
100.0,0.2,100.0,100.0,168.0000262260437,True
100.0,100.0,0.3,100.0,166.70841360092163,True
100.0,100.0,100.0,2.0,167.21916031837463,True
0.2,90.0,100.0,100.0,167.79651737213135,True
0.3,60.0,100.0,100.0,166.82257509231567,True
0.4,50.0,100.0,100.0,166.61754250526428,True
0.5,40.0,100.0,100.0,166.4204535484314,True
0.6,30.0,100.0,100.0,166.25960159301758,True
0.9,20.0,100.0,100.0,166.13548731803894,True
2.0,9.0,100.0,100.0,167.31192064285278,True
3.0,6.0,100.0,100.0,166.23064517974854,True
4.0,5.0,100.0,100.0,166.41671466827393,True
5.0,4.0,100.0,100.0,166.59101700782776,True
6.0,3.0,100.0,100.0,166.7229244709015,True
9.0,2.0,100.0,100.0,166.93645644187927,True
10.0,2.0,100.0,100.0,167.0043556690216,True
20.0,0.9,100.0,100.0,167.37659192085266,True
30.0,0.6,100.0,100.0,168.76849484443665,True
40.0,0.5,100.0,100.0,168.52377939224243,True
50.0,0.4,100.0,100.0,168.15276670455933,True
60.0,0.3,100.0,100.0,167.68466711044312,True
90.0,0.2,100.0,100.0,167.8065538406372,True
0.2,100.0,90.0,100.0,125.28675484657288,False
0.3,100.0,60.0,100.0,166.72965097427368,True
0.4,100.0,50.0,100.0,166.11202120780945,True
0.5,100.0,40.0,100.0,166.49271082878113,True
0.6,100.0,30.0,100.0,166.51412224769592,True
0.9,100.0,20.0,100.0,166.53907322883606,True
2.0,100.0,9.0,100.0,166.6401240825653,True
3.0,100.0,6.0,100.0,166.6839621067047,True
4.0,100.0,5.0,100.0,166.7193751335144,True
5.0,100.0,4.0,100.0,166.71680760383606,True
6.0,100.0,3.0,100.0,166.75916504859924,True
9.0,100.0,2.0,100.0,166.87067556381226,True
10.0,100.0,2.0,100.0,166.91024518013,True
20.0,100.0,0.9,100.0,167.2523319721222,True
30.0,100.0,0.7,100.0,167.74208116531372,True
40.0,100.0,0.5,100.0,168.1208004951477,True
60.0,100.0,0.4,100.0,169.5995728969574,True
80.0,100.0,0.3,100.0,170.50524425506592,True
0.2,100.0,100.0,80.0,120.04058456420898,False
0.3,100.0,100.0,60.0,158.7728955745697,False
0.4,100.0,100.0,40.0,166.2068054676056,True
0.6,100.0,100.0,30.0,166.0063509941101,True
0.8,100.0,100.0,20.0,166.0053005218506,True
2.0,100.0,100.0,9.0,166.00593852996826,True
3.0,100.0,100.0,6.0,166.00498223304749,True
4.0,100.0,100.0,5.0,166.00446605682373,True
6.0,100.0,100.0,4.0,166.00422048568726,True
8.0,100.0,100.0,3.0,166.00390672683716,True
20.0,100.0,100.0,2.0,166.0033619403839,True
