0.02,100.0,86339.88
100.0,0.06,123724670.26
0.03,70.0,5144677.35
0.04,50.0,3715359.89
0.05,40.0,3011612.77
0.06,30.0,2307826.61
0.09,20.0,1647684.72
0.2,9.0,1089417.92
0.3,6.0,1089786.50
0.4,5.0,1235305.89
0.5,4.0,1380785.08
0.6,3.0,1526226.36
0.9,2.0,2107775.69
2.0,0.9,4466412.65
3.0,0.7,6623232.20
4.0,0.5,8780005.11
5.0,0.4,10948530.03
7.0,0.3,15236470.27
10.0,0.3,21754808.76
20.0,0.2,43473347.27
30.0,0.1,65191640.02
40.0,0.09,86918230.36
50.0,0.08,108644796.94
70.0,0.07,152098841.30
