5.0,100.0,100.0,100.0,100.0,966.6276757717133,False
100.0,5.0,100.0,100.0,100.0,620.0449364185333,False
100.0,100.0,7.0,100.0,100.0,510.59578227996826,False
100.0,100.0,100.0,5.0,100.0,542.1995184421539,False
100.0,100.0,100.0,100.0,8.0,541.0143840312958,False
5.0,90.0,100.0,100.0,100.0,1020.5670006275177,True
6.0,70.0,100.0,100.0,100.0,1020.5350730419159,True
7.0,60.0,100.0,100.0,100.0,1020.337655544281,True
9.0,50.0,100.0,100.0,100.0,1019.8518762588501,True
20.0,30.0,100.0,100.0,100.0,1023.9914500713348,True
30.0,20.0,100.0,100.0,100.0,1026.669333934784,True
5.0,100.0,90.0,100.0,100.0,795.441041469574,False
6.0,100.0,80.0,100.0,100.0,916.0654916763306,False
7.0,100.0,70.0,100.0,100.0,907.0827243328094,False
8.0,100.0,60.0,100.0,100.0,991.0280334949493,False
9.0,100.0,50.0,100.0,100.0,1018.355783700943,True
20.0,100.0,30.0,100.0,100.0,1022.9506273269653,True
30.0,100.0,20.0,100.0,100.0,1021.8366658687592,True
60.0,100.0,9.0,100.0,100.0,1021.3923149108887,True
70.0,100.0,8.0,100.0,100.0,1021.3663740158081,True
90.0,100.0,7.0,100.0,100.0,1021.1269736289978,True
5.0,100.0,100.0,90.0,100.0,1029.6042869091034,True
6.0,100.0,100.0,70.0,100.0,1025.7245783805847,True
7.0,100.0,100.0,60.0,100.0,1028.9268825054169,True
8.0,100.0,100.0,60.0,100.0,1019.5229923725128,True
9.0,100.0,100.0,50.0,100.0,1019.5328643321991,True
20.0,100.0,100.0,30.0,100.0,1019.5648114681244,True
30.0,100.0,100.0,20.0,100.0,1019.625661611557,True
5.0,100.0,100.0,100.0,90.0,931.7022626399994,False
6.0,100.0,100.0,100.0,80.0,1018.0202195644379,True
7.0,100.0,100.0,100.0,70.0,1019.6051738262177,True
8.0,100.0,100.0,100.0,60.0,1019.6562466621399,True
9.0,100.0,100.0,100.0,50.0,1019.9142770767212,True
20.0,100.0,100.0,100.0,30.0,1020.1045291423798,True
30.0,100.0,100.0,100.0,20.0,1020.0465312004089,True
60.0,100.0,100.0,100.0,10.0,1018.1942045688629,True
70.0,100.0,100.0,100.0,9.0,1018.2032260894775,True
90.0,100.0,100.0,100.0,8.0,1018.2375705242157,True
