0.03,100.0,5.994309425354004,False
100.0,0.04,8.036285161972046,True
0.04,70.0,8.003883600234985,True
0.05,60.0,8.003832817077637,True
0.06,50.0,8.003983974456787,True
0.07,40.0,8.004061698913574,True
0.1,30.0,8.003878116607666,True
0.2,20.0,8.045165300369263,True
0.3,10.0,8.039111375808716,True
0.4,7.0,8.038493156433105,True
0.5,6.0,8.037769317626953,True
0.6,5.0,8.03837251663208,True
0.7,4.0,8.037833213806152,True
1.0,3.0,8.036566734313965,True
2.0,2.0,8.037662506103516,True
3.0,1.0,8.035711526870728,True
4.0,0.7,8.035083770751953,True
5.0,0.6,8.034153699874878,True
6.0,0.5,8.034908533096313,True
7.0,0.4,8.033808469772339,True
10.0,0.3,8.033404350280762,True
20.0,0.2,8.024822473526001,True
30.0,0.1,8.014761924743652,True
40.0,0.08,8.012765645980835,True
50.0,0.06,8.010652542114258,True
70.0,0.05,8.00999641418457,True
80.0,0.04,8.008747816085815,True
