2.0,100.0,10241242.77
100.0,6.0,132690699.40
2.0,90.0,17909617.43
3.0,60.0,17027932.21
4.0,50.0,18800546.50
5.0,40.0,20573159.78
7.0,30.0,25419505.21
10.0,30.0,34640711.03
20.0,20.0,64076924.20
30.0,10.0,93513126.40
40.0,9.0,124120342.37
50.0,8.0,154727556.68
70.0,7.0,216072096.80
